CTRY,PCU,is_active,usertype,x_lon,y_lat,OA,RGN,WPZ,PCS
ENG,EC3A7DH,1,0,-0.077132,51.514547,E00000029,E12000007,E33028946,EC3A7
ENG,EC3A7DT,1,0,-0.075501,51.514925,E00000029,E12000007,E33028943,EC3A7
ENG,EC3A7EE,1,0,-0.075501,51.514925,E00000029,E12000007,E33028943,EC3A7
ENG,EC3A7JA,1,0,-0.078618,51.51485,E00000029,E12000007,E33028942,EC3A7
ENG,EC3A7LN,1,0,-0.07824,51.514639,E00000029,E12000007,E33028942,EC3A7
ENG,EC3A7LP,1,0,-0.077704,51.51436,E00000029,E12000007,E33028949,EC3A7
ENG,EC3A7QU,1,1,-0.075501,51.514925,E00000029,E12000007,E33028943,EC3A7
ENG,EC3A7QX,1,1,-0.075501,51.514925,E00000029,E12000007,E33028943,EC3A7
ENG,EC3A8BE,1,0,-0.079571,51.515551,E00000029,E12000007,E33028942,EC3A8
ENG,EC3A8BG,1,0,-0.079074,51.515381,E00000029,E12000007,E33028942,EC3A8
ENG,EC3N2AF,1,0,-0.076368,51.512549,E00000029,E12000007,E33028950,EC3N2
ENG,EC3N2AG,1,0,-0.07613,51.512032,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2AJ,1,0,-0.07613,51.512032,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2AQ,1,0,-0.07613,51.512032,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2AT,1,0,-0.07613,51.512032,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2DB,1,0,-0.076121,51.512876,E00000029,E12000007,E33028950,EC3N2
ENG,EC3N2ET,1,0,-0.076475,51.513081,E00000029,E12000007,E33028950,EC3N2
ENG,EC3N2HS,1,0,-0.075976,51.512558,E00000029,E12000007,E33028950,EC3N2
ENG,EC3N2JY,1,0,-0.076012,51.511761,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2LJ,1,0,-0.075737,51.511718,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2LR,1,0,-0.075678,51.511421,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2LS,1,0,-0.076214,51.511422,E00000029,E12000007,E33028948,EC3N2
ENG,EC3N2LU,1,0,-0.075695,51.511349,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2LY,1,0,-0.075929,51.510588,E00000029,E12000007,E33028953,EC3N2
ENG,EC3N2PU,1,0,-0.075717,51.511871,E00000029,E12000007,E33028952,EC3N2
ENG,EC3N2PX,1,0,-0.076149,51.512266,E00000029,E12000007,E33028952,EC3N2
ENG,EC3A1AT,1,0,-0.080601,51.513273,E00000035,E12000007,E33029003,EC3A1
ENG,EC3A2AD,1,0,-0.078475,51.513159,E00000035,E12000007,E33028971,EC3A2
ENG,EC3A2BG,1,0,-0.078273,51.513183,E00000035,E12000007,E33028971,EC3A2
ENG,EC3A2BJ,1,0,-0.079321,51.513207,E00000035,E12000007,E33028965,EC3A2
ENG,EC3A3BP,1,0,-0.079534,51.513624,E00000035,E12000007,E33028983,EC3A3
ENG,EC3A3DE,1,0,-0.077934,51.513348,E00000035,E12000007,E33028971,EC3A3
ENG,EC3A3DH,1,0,-0.078464,51.513355,E00000035,E12000007,E33028971,EC3A3
ENG,EC3A4AA,1,0,-0.08052,51.513552,E00000035,E12000007,E33029003,EC3A4
ENG,EC3A4AF,1,0,-0.080789,51.513609,E00000035,E12000007,E33029003,EC3A4
ENG,EC3A4AX,1,1,-0.081162,51.513633,E00000035,E12000007,E33029005,EC3A4
ENG,EC3A5AF,1,0,-0.078458,51.514256,E00000035,E12000007,E33028998,EC3A5
ENG,EC3A5AG,1,0,-0.079329,51.514052,E00000035,E12000007,E33028994,EC3A5
ENG,EC3A5AR,1,0,-0.079329,51.514052,E00000035,E12000007,E33028994,EC3A5
ENG,EC3A5AT,1,0,-0.079354,51.514484,E00000035,E12000007,E33028963,EC3A5
ENG,EC3A5AW,1,0,-0.079697,51.514211,E00000035,E12000007,E33028963,EC3A5
ENG,EC3A5AX,1,0,-0.079694,51.514625,E00000035,E12000007,E33029006,EC3A5
ENG,EC3A5AY,1,0,-0.078884,51.513649,E00000035,E12000007,E33028983,EC3A5
ENG,EC3A5BU,1,0,-0.07873,51.51389,E00000035,E12000007,E33028986,EC3A5
ENG,EC3A5BZ,1,0,-0.078522,51.513688,E00000035,E12000007,E33028983,EC3A5
ENG,EC3A5DE,1,1,-0.077486,51.513662,E00000035,E12000007,E33028986,EC3A5
ENG,EC3A5DH,1,0,-0.077821,51.513984,E00000035,E12000007,E33028986,EC3A5
ENG,EC3A5DQ,1,0,-0.079058,51.514309,E00000035,E12000007,E33028994,EC3A5
ENG,EC3A5EB,1,0,-0.07868,51.514392,E00000035,E12000007,E33028998,EC3A5
ENG,EC3A5EH,1,0,-0.078652,51.514041,E00000035,E12000007,E33028998,EC3A5
ENG,EC3A7AL,1,0,-0.07912,51.514903,E00000035,E12000007,E33028998,EC3A7
ENG,EC3A7BA,1,0,-0.079492,51.514972,E00000035,E12000007,E33029006,EC3A7
ENG,EC3A7JB,1,0,-0.078918,51.514918,E00000035,E12000007,E33028998,EC3A7
ENG,EC3A7LH,1,0,-0.079042,51.51476,E00000035,E12000007,E33028998,EC3A7
ENG,EC3A8AA,1,0,-0.080361,51.515267,E00000035,E12000007,E33029006,EC3A8
ENG,EC3A8AE,1,1,-0.081052,51.514197,E00000035,E12000007,E33028961,EC3A8
ENG,EC3A8AF,1,1,-0.080463,51.514484,E00000035,E12000007,E33028977,EC3A8
ENG,EC3A8AH,1,0,-0.081278,51.514318,E00000035,E12000007,E33028961,EC3A8
ENG,EC3A8AL,1,0,-0.080455,51.514008,E00000035,E12000007,E33028963,EC3A8
ENG,EC3A8AQ,1,0,-0.080852,51.515581,E00000035,E12000007,E33028985,EC3A8
ENG,EC3A8BF,1,0,-0.080463,51.514484,E00000035,E12000007,E33028977,EC3A8
ENG,EC3A8BH,1,1,-0.080212,51.514975,E00000035,E12000007,E33028977,EC3A8
ENG,EC3A8BN,1,0,-0.081114,51.513749,E00000035,E12000007,E33029005,EC3A8
ENG,EC3A8BY,1,1,-0.080241,51.515317,E00000035,E12000007,E33029006,EC3A8
ENG,EC3A8EP,1,1,-0.080463,51.514484,E00000035,E12000007,E33028977,EC3A8
ENG,EC3A8EQ,1,1,-0.081052,51.514197,E00000035,E12000007,E33028961,EC3A8
ENG,EC3A8EX,1,0,-0.080212,51.514975,E00000035,E12000007,E33028977,EC3A8
ENG,EC3A8FR,1,0,-0.080072,51.515233,E00000035,E12000007,E33029006,EC3A8
ENG,EC3A8JQ,1,1,-0.079577,51.515351,E00000035,E12000007,E33029006,EC3A8
ENG,EC3M1AE,1,0,-0.085253,51.510606,E00000035,E12000007,E33028968,EC3M1
ENG,EC3M1AG,1,0,-0.085362,51.510817,E00000035,E12000007,E33028976,EC3M1
ENG,EC3M1AJ,1,0,-0.084695,51.510498,E00000035,E12000007,E33028989,EC3M1
ENG,EC3M1BD,1,0,-0.084188,51.510553,E00000035,E12000007,E33028991,EC3M1
ENG,EC3M1BN,1,0,-0.084983,51.510844,E00000035,E12000007,E33028976,EC3M1
ENG,EC3M1BU,1,0,-0.084609,51.51082,E00000035,E12000007,E33028976,EC3M1
ENG,EC3M1DE,1,0,-0.084038,51.510768,E00000035,E12000007,E33028991,EC3M1
ENG,EC3M1DT,1,0,-0.08333,51.510801,E00000035,E12000007,E33028991,EC3M1
ENG,EC3M1EB,1,0,-0.083743,51.510509,E00000035,E12000007,E33028979,EC3M1
ENG,EC3M1EU,1,0,-0.083498,51.510514,E00000035,E12000007,E33028979,EC3M1
ENG,EC3M1HD,1,0,-0.083046,51.510365,E00000035,E12000007,E33028988,EC3M1
ENG,EC3M1HS,1,0,-0.082952,51.510829,E00000035,E12000007,E33028988,EC3M1
ENG,EC3M1JA,1,0,-0.082985,51.510713,E00000035,E12000007,E33028988,EC3M1
ENG,EC3M1JT,1,1,-0.085153,51.51091,E00000035,E12000007,E33028976,EC3M1
ENG,EC3M1NP,1,1,-0.083743,51.510509,E00000035,E12000007,E33028979,EC3M1
ENG,EC3M2RY,1,0,-0.080594,51.513149,E00000035,E12000007,E33029003,EC3M2
ENG,EC3M4AB,1,0,-0.080091,51.512023,E00000035,E12000007,E33028975,EC3M4
ENG,EC3M4AD,1,0,-0.079581,51.512168,E00000035,E12000007,E33028966,EC3M4
ENG,EC3M4AJ,1,0,-0.079082,51.511766,E00000035,E12000007,E33028966,EC3M4
ENG,EC3M4AQ,1,0,-0.07977,51.512135,E00000035,E12000007,E33028966,EC3M4
ENG,EC3M4BE,1,0,-0.079347,51.512236,E00000035,E12000007,E33028966,EC3M4
ENG,EC3M4BR,1,0,-0.07876,51.512505,E00000035,E12000007,E33028982,EC3M4
ENG,EC3M4BS,1,1,-0.078733,51.512507,E00000035,E12000007,E33028982,EC3M4
ENG,EC3M4BY,1,0,-0.077776,51.512986,E00000035,E12000007,E33028981,EC3M4
ENG,EC3M4ST,1,1,-0.077565,51.513151,E00000035,E12000007,E33028981,EC3M4
ENG,EC3M4TD,1,1,-0.07876,51.512505,E00000035,E12000007,E33028982,EC3M4
ENG,EC3M5AD,1,0,-0.080886,51.512722,E00000035,E12000007,E33029003,EC3M5
ENG,EC3M5AG,1,1,-0.081274,51.512422,E00000035,E12000007,E33029003,EC3M5
ENG,EC3M5AL,1,0,-0.080522,51.512131,E00000035,E12000007,E33028967,EC3M5
ENG,EC3M5BN,1,0,-0.081274,51.512422,E00000035,E12000007,E33029003,EC3M5
ENG,EC3M5BS,1,0,-0.081886,51.512529,E00000035,E12000007,E33029001,EC3M5
ENG,EC3M5HN,1,0,-0.079587,51.51304,E00000035,E12000007,E33028965,EC3M5
ENG,EC3M5JB,1,0,-0.078366,51.512966,E00000035,E12000007,E33028971,EC3M5
ENG,EC3M5JD,1,0,-0.078673,51.512845,E00000035,E12000007,E33028984,EC3M5
ENG,EC3M5JE,1,0,-0.079072,51.512627,E00000035,E12000007,E33028984,EC3M5
ENG,EC3M5JF,1,0,-0.079133,51.512603,E00000035,E12000007,E33028984,EC3M5
ENG,EC3M5JG,1,0,-0.079072,51.512969,E00000035,E12000007,E33028984,EC3M5
ENG,EC3M5JR,1,0,-0.079424,51.512471,E00000035,E12000007,E33029008,EC3M5
ENG,EC3M7AA,1,0,-0.08277,51.512409,E00000035,E12000007,E33028996,EC3M7
ENG,EC3M7AF,1,0,-0.081521,51.513389,E00000035,E12000007,E33029001,EC3M7
ENG,EC3M7AG,1,0,-0.081396,51.51327,E00000035,E12000007,E33029001,EC3M7
ENG,EC3M7AW,1,0,-0.082217,51.512535,E00000035,E12000007,E33029001,EC3M7
ENG,EC3M7DQ,1,0,-0.082284,51.513012,E00000035,E12000007,E33028996,EC3M7
ENG,EC3M7DX,1,0,-0.082826,51.512852,E00000035,E12000007,E33028999,EC3M7
ENG,EC3M7HA,1,1,-0.082284,51.513012,E00000035,E12000007,E33028996,EC3M7
ENG,EC3M7HL,1,1,-0.082284,51.513012,E00000035,E12000007,E33028996,EC3M7
ENG,EC3M8AA,1,0,-0.084255,51.51103,E00000035,E12000007,E33028976,EC3M8
ENG,EC3M8AF,1,0,-0.083626,51.510968,E00000035,E12000007,E33028991,EC3M8
ENG,EC3M8AP,1,0,-0.083355,51.510836,E00000035,E12000007,E33028991,EC3M8
ENG,EC3M8AZ,1,0,-0.083002,51.51101,E00000035,E12000007,E33028988,EC3M8
ENG,EC3N2AB,1,0,-0.078733,51.511084,E00000035,E12000007,E33028992,EC3N2
ENG,EC3N2AD,1,1,-0.076713,51.511473,E00000035,E12000007,E33028970,EC3N2
ENG,EC3N2AE,1,0,-0.078781,51.51131,E00000035,E12000007,E33028969,EC3N2
ENG,EC3N2AP,1,0,-0.078639,51.511318,E00000035,E12000007,E33028969,EC3N2
ENG,EC3N2AR,1,0,-0.077637,51.511093,E00000035,E12000007,E33028969,EC3N2
ENG,EC3N2AU,1,0,-0.078288,51.511447,E00000035,E12000007,E33028969,EC3N2
ENG,EC3N2BQ,1,0,-0.076546,51.510717,E00000035,E12000007,E33028958,EC3N2
ENG,EC3N2EJ,1,0,-0.077946,51.51233,E00000035,E12000007,E33029000,EC3N2
ENG,EC3N2ER,1,0,-0.076548,51.513341,E00000035,E12000007,E33028986,EC3N2
ENG,EC3N2ES,1,0,-0.07756,51.512649,E00000035,E12000007,E33028981,EC3N2
ENG,EC3N2EX,1,0,-0.076858,51.512557,E00000035,E12000007,E33028987,EC3N2
ENG,EC3N2HP,1,1,-0.076884,51.512555,E00000035,E12000007,E33028987,EC3N2
ENG,EC3N2HT,1,0,-0.07682,51.512024,E00000035,E12000007,E33028970,EC3N2
ENG,EC3N2LB,1,0,-0.076713,51.511473,E00000035,E12000007,E33028970,EC3N2
ENG,EC3N2NR,1,0,-0.07738,51.510711,E00000035,E12000007,E33028958,EC3N2
ENG,EC3N2NU,1,0,-0.07741,51.511008,E00000035,E12000007,E33028958,EC3N2
ENG,EC3N3AA,1,0,-0.078035,51.512259,E00000035,E12000007,E33029000,EC3N3
ENG,EC3N3AE,1,0,-0.077502,51.511909,E00000035,E12000007,E33029000,EC3N3
ENG,EC3N3AJ,1,0,-0.07767,51.511678,E00000035,E12000007,E33029000,EC3N3
ENG,EC3N3AX,1,0,-0.078184,51.511803,E00000035,E12000007,E33028990,EC3N3
ENG,EC3N3DQ,1,0,-0.078243,51.512443,E00000035,E12000007,E33028982,EC3N3
ENG,EC3N3DS,1,0,-0.077813,51.512049,E00000035,E12000007,E33029000,EC3N3
ENG,EC3N3ED,1,0,-0.078286,51.51212,E00000035,E12000007,E33028990,EC3N3
ENG,EC3N3EL,1,0,-0.078,51.511728,E00000035,E12000007,E33028990,EC3N3
ENG,EC3R5AA,1,0,-0.082531,51.51022,E00000035,E12000007,E33029007,EC3R5
ENG,EC3R5AQ,1,0,-0.081026,51.509674,E00000035,E12000007,E33028997,EC3R5
ENG,EC3R5AR,1,0,-0.081255,51.509778,E00000035,E12000007,E33028997,EC3R5
ENG,EC3R5AS,1,0,-0.079956,51.509764,E00000035,E12000007,E33028959,EC3R5
ENG,EC3R5AT,1,0,-0.081081,51.509387,E00000035,E12000007,E33029004,EC3R5
ENG,EC3R5AZ,1,0,-0.082147,51.510438,E00000035,E12000007,E33028972,EC3R5
ENG,EC3R5BA,1,0,-0.079136,51.509715,E00000035,E12000007,E33028959,EC3R5
ENG,EC3R5BJ,1,1,-0.07921,51.509329,E00000035,E12000007,E33029004,EC3R5
ENG,EC3R5BS,1,0,-0.079421,51.508775,E00000035,E12000007,E33028978,EC3R5
ENG,EC3R5BT,1,0,-0.079303,51.508845,E00000035,E12000007,E33028978,EC3R5
ENG,EC3R5BU,1,1,-0.080247,51.508995,E00000035,E12000007,E33029004,EC3R5
ENG,EC3R5DD,1,0,-0.082837,51.5102,E00000035,E12000007,E33028988,EC3R5
ENG,EC3R5DJ,1,1,-0.082253,51.509972,E00000035,E12000007,E33029007,EC3R5
ENG,EC3R5EA,1,1,-0.081624,51.509845,E00000035,E12000007,E33028997,EC3R5
ENG,EC3R6AD,1,1,-0.08481,51.509142,E00000035,E12000007,E33029002,EC3R6
ENG,EC3R6AF,1,0,-0.08481,51.509142,E00000035,E12000007,E33029002,EC3R6
ENG,EC3R6AG,1,0,-0.079719,51.508195,E00000035,E12000007,E33028978,EC3R6
ENG,EC3R6AH,1,0,-0.079278,51.508136,E00000035,E12000007,E33028978,EC3R6
ENG,EC3R6AL,1,0,-0.080764,51.508439,E00000035,E12000007,E33028974,EC3R6
ENG,EC3R6AN,1,0,-0.081126,51.508391,E00000035,E12000007,E33028974,EC3R6
ENG,EC3R6AP,1,0,-0.080764,51.508439,E00000035,E12000007,E33028974,EC3R6
ENG,EC3R6DL,1,0,-0.083661,51.509393,E00000035,E12000007,E33029007,EC3R6
ENG,EC3R6DP,1,0,-0.081475,51.50935,E00000035,E12000007,E33029004,EC3R6
ENG,EC3R6DT,1,0,-0.080169,51.508814,E00000035,E12000007,E33028978,EC3R6
ENG,EC3R6DX,1,0,-0.083807,51.50864,E00000035,E12000007,E33028960,EC3R6
ENG,EC3R6EA,1,0,-0.084017,51.509147,E00000035,E12000007,E33028960,EC3R6
ENG,EC3R6EE,1,1,-0.082448,51.508744,E00000035,E12000007,E33028960,EC3R6
ENG,EC3R6EN,1,1,-0.08481,51.509142,E00000035,E12000007,E33029002,EC3R6
ENG,EC3R6HD,1,0,-0.085455,51.509215,E00000035,E12000007,E33028973,EC3R6
ENG,EC3R7AA,1,0,-0.081172,51.510989,E00000035,E12000007,E33028993,EC3R7
ENG,EC3R7AD,1,1,-0.079136,51.511432,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7AE,1,0,-0.08144,51.511479,E00000035,E12000007,E33028993,EC3R7
ENG,EC3R7AF,1,0,-0.080396,51.511014,E00000035,E12000007,E33028962,EC3R7
ENG,EC3R7AG,1,0,-0.081439,51.510204,E00000035,E12000007,E33028997,EC3R7
ENG,EC3R7AH,1,1,-0.081164,51.511528,E00000035,E12000007,E33028993,EC3R7
ENG,EC3R7AT,1,0,-0.080721,51.510138,E00000035,E12000007,E33028997,EC3R7
ENG,EC3R7BB,1,0,-0.080782,51.510668,E00000035,E12000007,E33028993,EC3R7
ENG,EC3R7BD,1,0,-0.081664,51.510943,E00000035,E12000007,E33028972,EC3R7
ENG,EC3R7JP,1,0,-0.079825,51.511922,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7LP,1,0,-0.079136,51.511432,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7LQ,1,0,-0.079801,51.511454,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7LU,1,0,-0.080114,51.511817,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7NA,1,0,-0.07946,51.511267,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7NB,1,0,-0.079953,51.51087,E00000035,E12000007,E33028964,EC3R7
ENG,EC3R7ND,1,0,-0.080148,51.510749,E00000035,E12000007,E33028962,EC3R7
ENG,EC3R7NE,1,0,-0.080258,51.51047,E00000035,E12000007,E33028959,EC3R7
ENG,EC3R7NL,1,0,-0.080208,51.510613,E00000035,E12000007,E33028959,EC3R7
ENG,EC3R7NQ,1,0,-0.079917,51.511447,E00000035,E12000007,E33028975,EC3R7
ENG,EC3R7PP,1,0,-0.080714,51.510919,E00000035,E12000007,E33028962,EC3R7
ENG,EC3R7QH,1,0,-0.080364,51.509996,E00000035,E12000007,E33028959,EC3R7
ENG,EC3R7QQ,1,0,-0.080355,51.509861,E00000035,E12000007,E33028959,EC3R7
ENG,EC3R7QR,1,0,-0.080289,51.510066,E00000035,E12000007,E33028959,EC3R7
ENG,EC3V0BP,1,0,-0.084776,51.51105,E00000035,E12000007,E33028976,EC3V0
ENG,EC3V1AB,1,0,-0.08351,51.513052,E00000035,E12000007,E33028999,EC3V1
ENG,EC3V1LE,1,0,-0.083301,51.513155,E00000035,E12000007,E33028999,EC3V1
ENG,EC3V1LP,1,0,-0.083006,51.513377,E00000035,E12000007,E33028996,EC3V1
ENG,EC3V1LR,1,0,-0.083435,51.512699,E00000035,E12000007,E33028999,EC3V1
ENG,EC3V1PJ,1,1,-0.083352,51.512958,E00000035,E12000007,E33028999,EC3V1
ENG,EC3V4AB,1,0,-0.082324,51.513769,E00000035,E12000007,E33029005,EC3V4
ENG,EC3V4AG,1,1,-0.082312,51.51377,E00000035,E12000007,E33029005,EC3V4
ENG,EC3V4AN,1,1,-0.082338,51.513769,E00000035,E12000007,E33029005,EC3V4
ENG,EC3V4QT,1,0,-0.08308,51.513619,E00000035,E12000007,E33029005,EC3V4
ENG,WC2A2JB,1,0,-0.112996,51.515093,E00004524,E12000007,E33029372,WC2A2
ENG,WC2A2JD,1,1,-0.112847,51.515226,E00004524,E12000007,E33029372,WC2A2
ENG,WC2A2JF,1,0,-0.11272,51.515161,E00004524,E12000007,E33029372,WC2A2
ENG,WC2A2JL,1,0,-0.112413,51.51568,E00004524,E12000007,E33029359,WC2A2
ENG,EC2M2AS,1,0,-0.084154,51.520356,E00008834,E12000007,E33029762,EC2M2
ENG,EC2M2PL,1,0,-0.08346,51.520001,E00008834,E12000007,E33029762,EC2M2
ENG,EC2M2PY,1,0,-0.083588,51.520048,E00008834,E12000007,E33029762,EC2M2
ENG,EC2M2AF,1,0,-0.086499,51.519034,E00013428,E12000007,E33030111,EC2M2
ENG,EC2M2EF,1,0,-0.086518,51.519334,E00013428,E12000007,E33030120,EC2M2
ENG,EC2M2RB,1,0,-0.08727,51.519283,E00013428,E12000007,E33030111,EC2M2
ENG,EC2M2SJ,1,0,-0.085806,51.519751,E00013428,E12000007,E33030120,EC2M2
ENG,EC2M2SN,1,0,-0.086112,51.519325,E00013428,E12000007,E33030111,EC2M2
ENG,EC2M2UP,1,1,-0.08727,51.519283,E00013428,E12000007,E33030111,EC2M2
ENG,EC2M1PF,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M1
ENG,EC2M1PG,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M1
ENG,EC2M1XY,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M1
ENG,EC2M2TJ,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M2
ENG,EC2M2TQ,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M2
ENG,EC2M2XH,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC2M2
ENG,EC2M2XJ,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC2M2
ENG,EC2M2XL,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC2M2
ENG,EC2M3UR,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC2M3
ENG,EC2M3YB,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M3
ENG,EC2M5XX,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2M5
ENG,EC2N1JJ,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2N1
ENG,EC2N1JL,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2N1
ENG,EC2R5WD,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R5
ENG,EC2R6LP,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R6
ENG,EC2R7WA,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R7
ENG,EC2R7WD,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R7
ENG,EC2R8LA,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC2R8
ENG,EC2R8PA,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R8
ENG,EC2R8PJ,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2R8
ENG,EC2V5JB,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC2V5
ENG,EC3A3AA,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3A3
ENG,EC3A8PD,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3A8
ENG,EC3R6WB,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3R6
ENG,EC3R6WE,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3R6
ENG,EC3R6XT,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3R6
ENG,EC3V9EX,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC3V9
ENG,EC4A1WR,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4A1
ENG,EC4A3WY,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4A3
ENG,EC4N6EH,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4N6
ENG,EC4N7AX,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4N7
ENG,EC4N7JA,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4N7
ENG,EC4N7JD,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC4N7
ENG,EC4N8YB,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4N8
ENG,EC4R9LE,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4R9
ENG,EC4V4DE,1,1,-0.112017,51.524567,E00013578,E12000007,E33030209,EC4V4
ENG,EC4Y1HS,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,EC4Y1
ENG,WC2R0WF,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,WC2R0
ENG,WC2R0WY,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,WC2R0
ENG,WC2R1HS,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,WC2R1
ENG,WC2R1WD,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,WC2R1
ENG,WC2R3XP,1,1,-0.112042,51.524565,E00013578,E12000007,E33030209,WC2R3
ENG,SW1Y5ZQ,1,1,-0.133947,51.481087,E00022974,E12000007,E33030745,SW1Y5
ENG,W1G 0AE,1,1,-0.147074,51.516005,E00023842,E12000007,E33030918,W1G 0
ENG,W1G 0EA,1,0,-0.147074,51.516005,E00023842,E12000007,E33030918,W1G 0
ENG,W1G 0EB,1,0,-0.147247,51.516368,E00023842,E12000007,E33030918,W1G 0
ENG,W1G 0LZ,1,0,-0.146128,51.515974,E00023842,E12000007,E33030911,W1G 0
ENG,W1G 0PH,1,0,-0.146211,51.516666,E00023842,E12000007,E33030912,W1G 0
ENG,W1G 0PJ,1,0,-0.146172,51.516576,E00023842,E12000007,E33030912,W1G 0
ENG,W1G 0PL,1,0,-0.14598,51.516404,E00023842,E12000007,E33030912,W1G 0
ENG,W1G 0RN,1,1,-0.145921,51.516014,E00023842,E12000007,E33030911,W1G 0
ENG,W1G 0AR,1,0,-0.148119,51.516184,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0AS,1,0,-0.148875,51.516025,E00023845,E12000007,E33030931,W1G 0
ENG,W1G 0AT,1,0,-0.148875,51.516025,E00023845,E12000007,E33030931,W1G 0
ENG,W1G 0AU,1,0,-0.148875,51.516025,E00023845,E12000007,E33030931,W1G 0
ENG,W1G 0AY,1,0,-0.148875,51.516025,E00023845,E12000007,E33030931,W1G 0
ENG,W1G 0BA,1,0,-0.148831,51.515673,E00023845,E12000007,E33030931,W1G 0
ENG,W1G 0EE,1,0,-0.147598,51.51622,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0EF,1,0,-0.147573,51.516222,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0EG,1,0,-0.147507,51.516068,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0EH,1,0,-0.147494,51.515949,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0EJ,1,0,-0.147482,51.515895,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0EQ,1,0,-0.14752,51.516012,E00023845,E12000007,E33030934,W1G 0
ENG,W1G 0NB,1,0,-0.147823,51.515666,E00023845,E12000007,E33030934,W1G 0
ENG,EC4Y9BS,1,0,-0.11164,51.511645,E00023930,E12000007,E33030981,EC4Y9
ENG,EC4Y9BW,1,0,-0.112045,51.511949,E00023930,E12000007,E33030981,EC4Y9
ENG,EC4Y9DH,1,0,-0.112331,51.512358,E00023930,E12000007,E33030981,EC4Y9
ENG,WC2A2AB,1,1,-0.116918,51.514439,E00023930,E12000007,E33030976,WC2A2
ENG,WC2A2AD,1,0,-0.116964,51.513601,E00023930,E12000007,E33030990,WC2A2
ENG,WC2A2AE,1,1,-0.116971,51.514114,E00023930,E12000007,E33030976,WC2A2
ENG,WC2A2AP,1,0,-0.117598,51.514637,E00023930,E12000007,E33030976,WC2A2
